Suburb,Rooms,Type,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price
West Footscray,3,h,S,4/3/2017,8.2,3012,3,1,1,361,,,-37.7916,144.8673,Western Metropolitan,5058,850000
West Footscray,4,h,S,4/6/2016,8.2,3012,4,2,2,497,179,1980,-37.7903,144.8639,Western Metropolitan,5058,850000
West Footscray,6,u,SP,7/5/2016,8.2,3012,4,2,1,0,171,1970,-37.809,144.8686,Western Metropolitan,5058,520000
West Footscray,3,u,SP,7/11/2016,8.2,3012,2,1,1,0,56,1965,-37.7964,144.8672,Western Metropolitan,5058,347000
West Footscray,4,h,PI,7/11/2016,8.2,3012,4,2,2,0,,,-37.7992,144.8772,Western Metropolitan,5058,1225000
West Footscray,2,h,S,8/10/2016,8.2,3012,2,1,2,0,75,1970,-37.7952,144.8749,Western Metropolitan,5058,438000
West Footscray,2,h,S,8/10/2016,8.2,3012,2,1,1,92,,1970,-37.8095,144.869,Western Metropolitan,5058,360000
West Footscray,2,t,S,10/9/2016,8.2,3012,3,1,1,144,,,-37.7926,144.8809,Western Metropolitan,5058,620000
West Footscray,2,h,S,10/9/2016,8.2,3012,2,1,1,80,64,1980,-37.806,144.8674,Western Metropolitan,5058,415000
West Footscray,3,h,S,10/9/2016,8.2,3012,3,1,2,302,125,1938,-37.8066,144.8666,Western Metropolitan,5058,723000
West Footscray,4,u,SP,10/9/2016,8.2,3012,4,2,1,0,171,1970,-37.809,144.8686,Western Metropolitan,5058,530000
West Footscray,3,h,S,10/12/2016,8.2,3012,3,1,2,347,113,1925,-37.8067,144.8761,Western Metropolitan,5058,967000
West Footscray,3,h,S,10/12/2016,8.2,3012,3,1,1,442,123,1950,-37.7914,144.8812,Western Metropolitan,5058,840000
West Footscray,1,u,S,11/2/2017,8.2,3012,1,1,1,0,99,,-37.8067,144.8678,Western Metropolitan,5058,241000
West Footscray,3,h,S,11/2/2017,8.2,3012,3,1,1,412,162,1980,-37.7941,144.881,Western Metropolitan,5058,910000
West Footscray,2,u,S,12/11/2016,8.2,3012,2,1,1,0,,,-37.7968,144.8735,Western Metropolitan,5058,470000
West Footscray,3,h,S,12/11/2016,8.2,3012,3,1,3,440,131,1950,-37.7937,144.8732,Western Metropolitan,5058,820000
West Footscray,3,h,S,13/08/2016,8.2,3012,3,1,1,353,360,1925,-37.7915,144.8733,Western Metropolitan,5058,756000
West Footscray,3,h,S,14/05/2016,8.2,3012,3,1,4,596,,,-37.791,144.8658,Western Metropolitan,5058,845000
West Footscray,4,h,SA,15/10/2016,8.2,3012,4,1,3,511,,,-37.8001,144.877,Western Metropolitan,5058,850000
West Footscray,3,t,S,15/10/2016,8.2,3012,3,1,2,255,148,2001,-37.8038,144.8679,Western Metropolitan,5058,620000
West Footscray,2,h,S,15/10/2016,8.2,3012,2,1,4,596,,,-37.7913,144.8689,Western Metropolitan,5058,1001000
West Footscray,3,h,SP,15/10/2016,8.2,3012,3,2,3,336,94,1910,-37.7995,144.8794,Western Metropolitan,5058,875000
West Footscray,2,t,S,16/07/2016,8.2,3012,2,1,1,148,,,-37.7956,144.8641,Western Metropolitan,5058,520000
West Footscray,3,h,S,17/09/2016,8.2,3012,3,1,2,434,,,-37.7908,144.8793,Western Metropolitan,5058,915000
West Footscray,4,h,S,17/09/2016,8.2,3012,2,1,2,426,144,1930,-37.7919,144.8793,Western Metropolitan,5058,830000
West Footscray,2,t,VB,18/03/2017,8.2,3012,2,2,1,0,,,-37.7991,144.879,Western Metropolitan,5058,510000
West Footscray,2,u,SP,18/03/2017,8.2,3012,2,1,1,154,2,2005,-37.8004,144.8647,Western Metropolitan,5058,545000
West Footscray,5,h,PI,18/06/2016,8.2,3012,3,1,1,466,,,-37.8008,144.8665,Western Metropolitan,5058,691000
West Footscray,3,h,SP,19/11/2016,8.2,3012,3,1,4,495,,,-37.7958,144.8774,Western Metropolitan,5058,991000
West Footscray,3,h,S,19/11/2016,8.2,3012,3,1,3,448,96,1925,-37.7911,144.8821,Western Metropolitan,5058,913000
West Footscray,2,h,S,22/05/2016,8.2,3012,2,1,2,462,101,1960,-37.8009,144.8653,Western Metropolitan,5058,850000
West Footscray,2,h,S,22/05/2016,8.2,3012,2,1,1,308,,,-37.7908,144.8717,Western Metropolitan,5058,705000
West Footscray,3,h,S,22/05/2016,8.2,3012,3,1,1,405,,,-37.79,144.867,Western Metropolitan,5058,709000
West Footscray,3,h,S,24/09/2016,8.2,3012,3,2,3,446,,2006,-37.7923,144.8814,Western Metropolitan,5058,900000
West Footscray,2,h,S,24/09/2016,8.2,3012,2,1,1,259,,,-37.8058,144.875,Western Metropolitan,5058,790000
West Footscray,2,h,S,24/09/2016,8.2,3012,3,1,1,267,95,1940,-37.8021,144.8629,Western Metropolitan,5058,770000
West Footscray,2,h,S,24/09/2016,8.2,3012,2,1,2,161,700,1977,-37.7905,144.8714,Western Metropolitan,5058,495000
West Footscray,3,h,S,25/02/2017,8.2,3012,3,1,4,1000,85,1930,-37.7936,144.8639,Western Metropolitan,5058,1575000
West Footscray,2,h,S,25/02/2017,8.2,3012,2,1,2,626,,,-37.8067,144.8707,Western Metropolitan,5058,326500
West Footscray,3,h,S,25/02/2017,8.2,3012,3,2,2,520,,,-37.7991,144.8768,Western Metropolitan,5058,1028000
West Footscray,1,u,SP,25/02/2017,8.2,3012,1,1,1,628,44,1970,-37.7993,144.8794,Western Metropolitan,5058,288000
West Footscray,3,h,SP,26/07/2016,8.2,3012,4,1,2,536,113,1925,-37.7978,144.8743,Western Metropolitan,5058,1151500
West Footscray,3,h,S,26/07/2016,8.2,3012,3,1,2,501,147,1960,-37.7912,144.868,Western Metropolitan,5058,860000
West Footscray,3,h,S,27/06/2016,8.2,3012,3,1,3,372,96,1920,-37.796,144.8728,Western Metropolitan,5058,805000
West Footscray,2,u,PI,27/11/2016,8.2,3012,2,1,1,0,,,-37.796,144.8634,Western Metropolitan,5058,262500
West Footscray,2,h,S,27/11/2016,8.2,3012,2,1,1,0,90,1980,-37.7956,144.8762,Western Metropolitan,5058,450000
West Footscray,3,h,S,27/11/2016,8.2,3012,3,2,3,466,,1940,-37.8019,144.8663,Western Metropolitan,5058,935000
West Footscray,4,h,SP,27/11/2016,8.2,3012,4,2,1,665,,1960,-37.8107,144.8666,Western Metropolitan,5058,830000
West Footscray,2,u,S,28/05/2016,8.2,3012,2,1,1,0,,1975,-37.7966,144.8716,Western Metropolitan,5058,456000
West Footscray,3,h,S,28/05/2016,8.2,3012,3,1,1,321,,,-37.7943,144.8741,Western Metropolitan,5058,660000
West Footscray,2,u,VB,28/08/2016,8.2,3012,2,1,1,781,82,2013,-37.8079,144.8684,Western Metropolitan,5058,420000
West Footscray,3,h,S,28/08/2016,8.2,3012,3,2,2,335,,,-37.7937,144.8782,Western Metropolitan,5058,820000
West Footscray,5,h,S,30/07/2016,8.2,3012,5,2,2,352,,,-37.7908,144.8711,Western Metropolitan,5058,1030000
West Footscray,3,h,S,30/07/2016,8.2,3012,3,1,1,397,127,1960,-37.7901,144.8682,Western Metropolitan,5058,878000
Albion,2,h,SA,4/2/2016,13.9,3020,2,1,2,672,111,1958,-37.7812,144.8121,Western Metropolitan,2185,765000
Albion,3,h,S,4/3/2017,13.9,3020,3,2,3,628,140,1960,-37.7801,144.8121,Western Metropolitan,2185,730000
Albion,2,h,S,4/3/2017,13.9,3020,2,1,0,697,94,1970,-37.7778,144.818,Western Metropolitan,2185,730000
Albion,3,h,SP,4/6/2016,13.9,3020,3,2,2,605,102,1965,-37.7792,144.8117,Western Metropolitan,2185,593000
Albion,4,h,S,10/9/2016,13.9,3020,4,1,2,837,156,1930,-37.7825,144.8221,Western Metropolitan,2185,816000
Albion,3,h,S,10/12/2016,13.9,3020,3,1,1,706,,,-37.7801,144.8229,Western Metropolitan,2185,720000
Albion,2,t,PI,11/2/2017,13.9,3020,2,1,1,74,,1970,-37.7836,144.8256,Western Metropolitan,2185,300000
Albion,2,h,S,15/10/2016,13.9,3020,2,1,2,697,,1950,-37.7835,144.8176,Western Metropolitan,2185,670000
Albion,3,h,S,18/03/2017,13.9,3020,3,1,1,697,,,-37.7765,144.8175,Western Metropolitan,2185,685000
Albion,2,h,SP,22/05/2016,13.9,3020,2,1,1,534,90,1950,-37.7795,144.8204,Western Metropolitan,2185,600000
Albion,3,h,VB,22/05/2016,13.9,3020,3,1,1,697,110,1928,-37.7842,144.8175,Western Metropolitan,2185,600000
Albion,1,u,S,22/08/2016,13.9,3020,1,1,1,2347,43,1975,-37.7852,144.8272,Western Metropolitan,2185,185000
Albion,2,u,S,24/09/2016,13.9,3020,3,1,1,199,,,-37.7761,144.8164,Western Metropolitan,2185,463000
Albion,2,t,SP,24/09/2016,13.9,3020,2,1,1,0,78,1970,-37.7796,144.8252,Western Metropolitan,2185,319000
Albion,4,h,S,25/02/2017,13.9,3020,4,1,1,697,,,-37.7795,144.8196,Western Metropolitan,2185,660000
Albion,3,u,S,25/02/2017,13.9,3020,3,2,7,420,150,1970,-37.7848,144.8231,Western Metropolitan,2185,560000
Albion,3,h,SP,25/02/2017,13.9,3020,3,1,0,695,,,-37.7808,144.8186,Western Metropolitan,2185,625000
Albion,3,h,S,25/02/2017,13.9,3020,3,1,3,743,,1970,-37.7817,144.8159,Western Metropolitan,2185,791000
Albion,2,h,S,27/06/2016,13.9,3020,2,1,1,497,,,-37.7806,144.8159,Western Metropolitan,2185,541000
Albion,3,h,S,27/11/2016,13.9,3020,3,1,2,534,,,-37.7789,144.8209,Western Metropolitan,2185,760000
Albion,3,h,S,27/11/2016,13.9,3020,3,1,0,697,153,1920,-37.7809,144.8228,Western Metropolitan,2185,840000
Albion,1,u,PI,28/05/2016,13.9,3020,2,1,1,36,,,-37.7833,144.8266,Western Metropolitan,2185,145000
Albion,2,h,S,30/07/2016,13.9,3020,2,1,2,463,85,,-37.7813,144.8234,Western Metropolitan,2185,460000
Albion,2,u,SP,30/07/2016,13.9,3020,2,1,1,0,,,-37.7839,144.8239,Western Metropolitan,2185,190000
Brooklyn,3,t,PI,10/9/2016,10.9,3012,3,1,1,131,,,-37.8203,144.8386,Western Metropolitan,962,430000
Brooklyn,2,h,SP,25/02/2017,10.9,3012,2,1,2,191,87,2014,-37.8226,144.8392,Western Metropolitan,962,507000
Brooklyn,3,h,S,28/08/2016,10.9,3012,3,1,2,715,,,-37.8239,144.8431,Western Metropolitan,962,892000
Glen Huntly,2,u,S,4/6/2016,10.4,3163,2,2,1,0,,,-37.8878,145.0407,Southern Metropolitan,2403,695000
Glen Huntly,3,h,S,8/10/2016,10.4,3163,3,1,2,553,137,1930,-37.8878,145.0456,Southern Metropolitan,2403,1160000
Glen Huntly,3,h,S,10/9/2016,10.4,3163,3,2,1,295,176,1930,-37.8904,145.0387,Southern Metropolitan,2403,1330000
Glen Huntly,2,u,S,10/9/2016,10.4,3163,2,1,1,1035,,1963,-37.8925,145.0456,Southern Metropolitan,2403,695000
Glen Huntly,2,u,S,18/06/2016,10.4,3163,2,1,1,0,,1995,-37.8924,145.0409,Southern Metropolitan,2403,812000
Glen Huntly,2,u,PI,18/06/2016,10.4,3163,2,1,1,0,,1960,-37.8868,145.0408,Southern Metropolitan,2403,350000
Glen Huntly,2,h,S,19/11/2016,10.4,3163,2,1,1,100,,,-37.8915,145.0451,Southern Metropolitan,2403,630000
Glen Huntly,2,t,PI,19/11/2016,10.4,3163,2,2,1,81,2,,-37.8877,145.0449,Southern Metropolitan,2403,635000
Glen Huntly,2,t,S,22/05/2016,10.4,3163,2,1,1,0,68,1970,-37.8866,145.0396,Southern Metropolitan,2403,636500
Glen Huntly,5,h,S,22/08/2016,10.4,3163,5,3,2,688,347,1910,-37.8921,145.0381,Southern Metropolitan,2403,2575000
Glen Huntly,2,u,S,24/09/2016,10.4,3163,2,1,1,0,,,-37.8894,145.0431,Southern Metropolitan,2403,445000
Glen Huntly,2,t,S,25/02/2017,10.4,3163,2,1,1,0,78,1970,-37.8866,145.0396,Southern Metropolitan,2403,710000
Glen Huntly,2,u,S,26/07/2016,10.4,3163,2,1,1,1784,110,1970,-37.8966,145.0453,Southern Metropolitan,2403,640000
Oakleigh,2,h,S,4/3/2017,14,3166,2,1,2,553,,1938,-37.9001,145.0981,Southern Metropolitan,3224,1010000
Oakleigh,2,h,PI,4/6/2016,14,3166,2,1,1,0,80,1960,-37.8994,145.0955,Southern Metropolitan,3224,305000
Oakleigh,2,u,PI,7/5/2016,14,3166,2,1,1,0,87,2004,-37.8991,145.0939,Southern Metropolitan,3224,400000
Oakleigh,3,h,PI,7/11/2016,14,3166,3,1,1,670,118,1925,-37.9033,145.1006,Southern Metropolitan,3224,880000
Oakleigh,3,h,S,8/10/2016,14,3166,3,1,2,689,,,-37.8961,145.1046,Southern Metropolitan,3224,1076000
Oakleigh,3,h,S,11/2/2017,14,3166,3,1,2,602,107,1950,-37.8923,145.1013,Southern Metropolitan,3224,1045000
Oakleigh,2,h,SP,12/6/2016,14,3166,2,1,1,211,,1975,-37.9086,145.0977,Southern Metropolitan,3224,600000
Oakleigh,3,h,S,12/11/2016,14,3166,3,1,2,553,,,-37.8956,145.0928,Southern Metropolitan,3224,1225000
Oakleigh,3,h,S,12/11/2016,14,3166,3,1,2,650,,,-37.91,145.0914,Southern Metropolitan,3224,1035000
Oakleigh,3,u,S,15/10/2016,14,3166,3,1,2,340,103,1930,-37.8968,145.0983,Southern Metropolitan,3224,690000
Oakleigh,3,h,SP,15/10/2016,14,3166,3,2,2,544,146,1970,-37.9055,145.1024,Southern Metropolitan,3224,1050000
Oakleigh,3,h,S,17/09/2016,14,3166,3,1,2,643,,,-37.9028,145.0971,Southern Metropolitan,3224,1045000
Oakleigh,3,h,SP,17/09/2016,14,3166,2,1,2,691,140,1950,-37.9109,145.0995,Southern Metropolitan,3224,865000
Oakleigh,3,h,S,18/03/2017,14,3166,3,1,2,548,115,1975,-37.8951,145.101,Southern Metropolitan,3224,1033000
Oakleigh,4,h,S,18/03/2017,14,3166,4,1,2,683,,,-37.9107,145.0975,Southern Metropolitan,3224,991000
Oakleigh,4,h,S,19/11/2016,14,3166,4,1,2,802,,,-37.9002,145.099,Southern Metropolitan,3224,1641000
Oakleigh,2,h,S,19/11/2016,14,3166,2,1,1,156,,,-37.9024,145.1008,Southern Metropolitan,3224,655000
Oakleigh,2,h,PI,22/05/2016,14,3166,2,2,2,607,138,1950,-37.8964,145.0977,Southern Metropolitan,3224,750000
Oakleigh,3,h,S,25/02/2017,14,3166,3,1,2,543,139,1940,-37.9023,145.105,Southern Metropolitan,3224,1025000
Oakleigh,3,u,S,26/07/2016,14,3166,3,1,2,119,,1970,-37.9058,145.1043,Southern Metropolitan,3224,637000
Oakleigh,3,u,S,27/06/2016,14,3166,3,2,2,279,95,1930,-37.9001,145.1009,Southern Metropolitan,3224,633500
Oakleigh,4,h,S,27/06/2016,14,3166,4,1,2,604,183,1965,-37.9087,145.0886,Southern Metropolitan,3224,1180000
Oakleigh,3,h,S,27/06/2016,14,3166,3,1,1,685,,,-37.8952,145.1021,Southern Metropolitan,3224,1124000
Oakleigh,3,h,S,27/11/2016,14,3166,3,1,2,528,112,1930,-37.9066,145.088,Southern Metropolitan,3224,1225000
Oakleigh,4,h,PI,28/05/2016,14,3166,3,2,1,728,,,-37.8966,145.0979,Southern Metropolitan,3224,855000
Oakleigh,5,h,PI,28/05/2016,14,3166,5,3,2,695,305,2015,-37.8973,145.0979,Southern Metropolitan,3224,1600000
Oakleigh,3,u,S,30/07/2016,14,3166,3,1,1,112,,,-37.9008,145.098,Southern Metropolitan,3224,665000
Ripponlea,2,u,S,7/5/2016,7.4,3185,2,1,1,722,,1970,-37.8794,144.9947,Southern Metropolitan,821,605000
Ripponlea,2,u,S,12/11/2016,7.4,3185,2,1,0,477,,,-37.8804,144.9969,Southern Metropolitan,821,660000
Ripponlea,1,u,S,18/06/2016,7.4,3185,1,1,1,486,,,-37.8797,144.9954,Southern Metropolitan,821,327000
Ripponlea,2,u,S,19/11/2016,7.4,3185,2,1,0,785,,1964,-37.8756,144.9934,Southern Metropolitan,821,570000
Ripponlea,2,t,S,27/06/2016,7.4,3185,2,2,1,66,111,2005,-37.8813,144.9964,Southern Metropolitan,821,755000
Ripponlea,4,h,PI,27/11/2016,7.4,3185,4,2,3,485,,,-37.8754,144.9944,Southern Metropolitan,821,1925000
Ripponlea,2,u,S,28/05/2016,7.4,3185,2,1,1,0,74,1971,-37.8788,144.9974,Southern Metropolitan,821,520000
Cremorne,2,h,S,4/6/2016,2.5,3121,2,1,2,176,114,1920,-37.8281,144.9923,Northern Metropolitan,1123,1000000
Cremorne,2,h,S,4/6/2016,2.5,3121,2,1,1,115,,,-37.8285,144.9888,Northern Metropolitan,1123,725000
Cremorne,1,u,PI,6/8/2016,2.5,3121,1,1,1,0,52,2007,-37.8301,144.9904,Northern Metropolitan,1123,425000
Cremorne,3,h,S,7/11/2016,2.5,3121,3,2,2,324,165,1880,-37.8278,144.9885,Northern Metropolitan,1123,1280000
Cremorne,2,h,S,8/10/2016,2.5,3121,2,1,0,146,,,-37.8274,144.9947,Northern Metropolitan,1123,1000000
Cremorne,2,u,S,8/10/2016,2.5,3121,2,1,1,0,,1980,-37.8282,144.9897,Northern Metropolitan,1123,546000
Cremorne,3,h,PI,10/9/2016,2.5,3121,3,2,2,324,165,1880,-37.8278,144.9885,Northern Metropolitan,1123,1475000
Cremorne,2,h,S,15/10/2016,2.5,3121,2,1,0,138,,,-37.832,144.992,Northern Metropolitan,1123,895000
Cremorne,1,u,SP,16/07/2016,2.5,3121,1,1,1,0,,2007,-37.8299,144.9907,Northern Metropolitan,1123,405000
Cremorne,2,h,S,16/07/2016,2.5,3121,2,1,1,131,80,1890,-37.8274,144.9967,Northern Metropolitan,1123,1015000
Cremorne,2,h,S,16/07/2016,2.5,3121,2,1,1,125,68,1900,-37.8258,144.992,Northern Metropolitan,1123,930000
Cremorne,1,u,SP,18/03/2017,2.5,3121,1,1,1,0,,,-37.8301,144.9904,Northern Metropolitan,1123,415000
Cremorne,3,h,VB,18/06/2016,2.5,3121,3,2,2,263,166,2016,-37.8266,144.9894,Northern Metropolitan,1123,1900000
Cremorne,2,u,S,19/11/2016,2.5,3121,2,1,1,0,75,2015,-37.8255,144.9948,Northern Metropolitan,1123,662500
Cremorne,2,h,S,22/05/2016,2.5,3121,2,1,0,128,,,-37.8291,144.9952,Northern Metropolitan,1123,831000
Cremorne,2,h,S,24/09/2016,2.5,3121,2,1,1,144,,,-37.8301,144.9927,Northern Metropolitan,1123,1110000
Cremorne,2,u,S,24/09/2016,2.5,3121,2,1,1,0,,2007,-37.8301,144.9904,Northern Metropolitan,1123,565000
Cremorne,2,t,S,24/09/2016,2.5,3121,2,1,1,151,151,1998,-37.8311,144.9914,Northern Metropolitan,1123,1010000
Cremorne,3,h,S,27/11/2016,2.5,3121,3,1,1,326,100,1890,-37.8283,144.9946,Northern Metropolitan,1123,1300000
Cremorne,3,h,S,28/05/2016,2.5,3121,2,2,2,138,108,2001,-37.8288,144.9891,Northern Metropolitan,1123,1300000
Docklands,1,u,VB,10/12/2016,1.9,3008,1,1,1,0,,,-37.8133,144.9433,Southern Metropolitan,4707,360000
Docklands,4,t,S,13/08/2016,1.9,3008,4,2,2,0,,,-37.8141,144.9387,Southern Metropolitan,4707,1370000
Docklands,2,u,VB,27/06/2016,1.9,3008,2,2,2,0,128,,-37.8249,144.9476,Southern Metropolitan,4707,800000
South Kingsville,4,h,S,4/6/2016,9.1,3015,5,1,3,669,143,1950,-37.8305,144.8736,Western Metropolitan,984,930000
South Kingsville,2,t,SP,6/8/2016,9.1,3015,2,2,1,151,102,2011,-37.8289,144.8671,Western Metropolitan,984,650000
South Kingsville,3,h,S,12/6/2016,9.1,3015,3,1,5,669,124,1950,-37.8321,144.8736,Western Metropolitan,984,985000
South Kingsville,4,t,SP,16/04/2016,9.1,3015,4,3,1,662,265,2016,-37.8307,144.8725,Western Metropolitan,984,915000
South Kingsville,3,h,SP,17/09/2016,9.1,3015,3,2,2,738,,,-37.834,144.8757,Western Metropolitan,984,845000
South Kingsville,3,h,S,18/06/2016,9.1,3015,3,2,3,669,,,-37.8303,144.8705,Western Metropolitan,984,941000
South Kingsville,3,h,SP,22/05/2016,9.1,3015,0,1,1,224,,,-37.8298,144.8679,Western Metropolitan,984,1030000
South Kingsville,2,h,SP,24/09/2016,9.1,3015,2,1,2,462,,1970,-37.8331,144.8715,Western Metropolitan,984,392250
South Kingsville,3,u,S,25/02/2017,9.1,3015,3,1,2,144,92,1980,-37.8268,144.8675,Western Metropolitan,984,508000
South Kingsville,2,h,SP,26/07/2016,9.1,3015,2,1,1,78,130,1980,-37.8262,144.8677,Western Metropolitan,984,420000
South Kingsville,2,u,S,27/06/2016,9.1,3015,2,1,1,126,83,1975,-37.8315,144.8693,Western Metropolitan,984,506000
South Kingsville,3,t,SP,27/11/2016,9.1,3015,3,2,2,337,,,-37.8288,144.8681,Western Metropolitan,984,855000
South Kingsville,2,u,VB,28/08/2016,9.1,3015,2,1,1,78,62,1960,-37.8337,144.8739,Western Metropolitan,984,380000
South Kingsville,2,t,SP,28/08/2016,9.1,3015,2,1,1,228,100,2000,-37.8317,144.8713,Western Metropolitan,984,611000
Strathmore Heights,4,h,S,10/9/2016,12.5,3041,4,2,2,697,277,2012,-37.7141,144.8995,Western Metropolitan,389,1260000
Strathmore Heights,4,h,S,12/11/2016,12.5,3041,4,3,2,528,192,1966,-37.7137,144.8987,Western Metropolitan,389,931999
Strathmore Heights,4,h,S,18/06/2016,12.5,3041,3,2,4,556,,,-37.715,144.8966,Western Metropolitan,389,800000
Strathmore Heights,4,h,S,22/05/2016,12.5,3041,4,3,2,541,,,-37.7156,144.8975,Western Metropolitan,389,950000
Strathmore Heights,4,h,VB,22/08/2016,12.5,3041,4,2,2,539,,,-37.7115,144.8966,Western Metropolitan,389,780000
Travancore,2,u,S,10/12/2016,5.3,3032,2,1,1,0,,1960,-37.7822,144.9342,Western Metropolitan,1052,503000
Travancore,3,h,S,13/08/2016,5.3,3032,3,2,1,337,153,1930,-37.7813,144.9371,Western Metropolitan,1052,1257000
Travancore,4,h,SP,15/10/2016,5.3,3032,4,2,1,621,192,1900,-37.7778,144.9346,Western Metropolitan,1052,1562000
Travancore,2,h,SP,18/06/2016,5.3,3032,2,1,1,321,,,-37.7818,144.9374,Western Metropolitan,1052,1100000
Travancore,4,h,VB,22/05/2016,5.3,3032,3,3,2,650,242,1925,-37.7796,144.935,Western Metropolitan,1052,1740000
Travancore,2,u,SP,28/05/2016,5.3,3032,2,1,1,0,51,2012,-37.7847,144.9383,Western Metropolitan,1052,315000
Caulfield East,3,h,PI,6/8/2016,9.3,3145,20,1,2,875,,,-37.8815,145.0491,Southern Metropolitan,608,1650000
Caulfield East,3,h,S,8/10/2016,9.3,3145,3,1,2,658,,,-37.885,145.0466,Southern Metropolitan,608,1380000
Caulfield East,2,h,SP,10/12/2016,9.3,3145,2,1,2,0,,,-37.8852,145.0462,Southern Metropolitan,608,620000
Caulfield East,5,h,S,16/07/2016,9.3,3145,5,2,1,521,208,1915,-37.8868,145.0462,Southern Metropolitan,608,1335000
Caulfield East,2,h,S,25/02/2017,9.3,3145,2,1,1,472,,1960,-37.884,145.0447,Southern Metropolitan,608,1000000
Seaholme,3,h,PI,6/8/2016,12.7,3018,3,2,2,537,,,-37.8628,144.8468,Western Metropolitan,852,860000
Seaholme,5,h,S,17/09/2016,12.7,3018,5,3,6,705,313,2005,-37.864,144.8437,Western Metropolitan,852,1415000
Seaholme,5,h,PI,25/02/2017,12.7,3018,4,3,4,697,,2005,-37.8664,144.8416,Western Metropolitan,852,2000000
Keilor Park,3,h,S,8/10/2016,14.5,3042,3,1,1,696,132,1975,-37.725,144.8586,Western Metropolitan,1119,720000
Keilor Park,2,t,S,10/9/2016,14.5,3042,2,1,1,161,100,2010,-37.7251,144.8621,Western Metropolitan,1119,380000
Keilor Park,4,h,S,11/2/2017,14.5,3042,4,2,1,697,,,-37.7216,144.8605,Western Metropolitan,1119,843000
Keilor Park,3,u,S,12/11/2016,14.5,3042,3,1,1,255,132,1991,-37.7243,144.8533,Western Metropolitan,1119,501000
Keilor Park,4,h,S,18/03/2017,14.5,3042,4,2,7,754,,,-37.7221,144.8578,Western Metropolitan,1119,820500
Keilor Park,3,h,SP,18/06/2016,14.5,3042,3,1,1,695,141,1970,-37.7259,144.8579,Western Metropolitan,1119,722000
Keilor Park,4,t,S,22/05/2016,14.5,3042,4,3,1,308,174,1970,-37.7231,144.8602,Western Metropolitan,1119,746000
Keilor Park,3,h,S,26/07/2016,14.5,3042,3,2,2,260,,,-37.7226,144.8569,Western Metropolitan,1119,685000
Keilor Park,3,u,S,27/06/2016,14.5,3042,3,1,1,166,136,1999,-37.7169,144.8582,Western Metropolitan,1119,455000
Keilor Park,4,t,S,27/11/2016,14.5,3042,4,2,1,231,146,2013,-37.7263,144.8584,Western Metropolitan,1119,600000
Keilor Park,3,h,S,27/11/2016,14.5,3042,3,1,1,338,107,1960,-37.7212,144.8545,Western Metropolitan,1119,575000
Keilor Park,3,h,S,28/05/2016,14.5,3042,3,2,2,554,129,1980,-37.7212,144.8598,Western Metropolitan,1119,566000
Gardenvale,3,h,PI,11/2/2017,9.8,3185,3,2,2,236,193,2004,-37.8982,145.0121,Southern Metropolitan,534,1250000
Gardenvale,2,u,SP,14/05/2016,9.8,3185,2,1,1,0,65,1970,-37.8971,145.0093,Southern Metropolitan,534,393000
Gardenvale,2,u,S,18/06/2016,9.8,3185,2,1,1,0,75,,-37.8971,145.0093,Southern Metropolitan,534,440000
Gardenvale,2,u,S,19/11/2016,9.8,3185,2,1,1,0,75,1960,-37.8994,145.0101,Southern Metropolitan,534,595000
Gardenvale,4,h,S,28/08/2016,9.8,3185,4,3,3,474,230,2010,-37.8988,145.0098,Southern Metropolitan,534,2200000
Princes Hill,3,h,VB,27/11/2016,3.7,3054,3,1,2,341,,,-37.7832,144.9655,Northern Metropolitan,1008,1700000
Princes Hill,4,h,S,28/05/2016,3.7,3054,4,2,1,256,156,1890,-37.7833,144.9681,Northern Metropolitan,1008,1908000
Aberfeldie,4,h,S,6/5/2017,9.1,3040,4,2,2,273,,,-37.7574,144.8959,Western Metropolitan,1543,1330000
Aberfeldie,3,h,S,8/4/2017,9.1,3040,3,3,2,240,240,2013,-37.762,144.8916,Western Metropolitan,1543,1300000
Aberfeldie,2,h,S,8/4/2017,9.1,3040,2,1,1,70,72.3,1980,-37.7564,144.9043,Western Metropolitan,1543,470000
Aberfeldie,4,h,PI,29/04/2017,9.1,3040,4,2,2,746,161,1950,-37.7595,144.8993,Western Metropolitan,1543,1740000
Albert Park,3,h,VB,6/5/2017,3.3,3206,3,1,1,178,116,1910,-37.8473,144.9495,Southern Metropolitan,3280,1700000
Albert Park,1,u,PI,8/4/2017,3.3,3206,1,1,1,0,64,1888,-37.8487,144.9511,Southern Metropolitan,3280,1100000
Albert Park,3,h,S,8/4/2017,3.3,3206,3,2,0,130,,,-37.8453,144.949,Southern Metropolitan,3280,2155000
Albert Park,3,h,PI,8/4/2017,3.3,3206,3,2,0,140,,,-37.8426,144.9563,Southern Metropolitan,3280,2115000
Albert Park,2,h,S,8/4/2017,3.3,3206,2,1,1,263,,,-37.8441,144.9522,Southern Metropolitan,3280,2810000
Albert Park,2,h,S,13/05/2017,3.3,3206,2,1,1,236,,,-37.8436,144.9558,Southern Metropolitan,3280,2130000
Albert Park,4,h,S,20/05/2017,3.3,3206,4,1,0,306,,,-37.8459,144.9574,Southern Metropolitan,3280,2950000
